BenchmarkName,TestFilePath,TestCaseName,InvokeFunPre_Count_Raw,InvokeFunPre_Count_Normalized,Invokes_with_callback_Raw,Invokes_with_callback_Normalized,Cbs_Total_delay_ms_Raw,Cbs_Total_delay_ms_Normalized,Cb_Delays_Greater_Than_100_ms_Raw,Cb_Delays_Greater_Than_100_ms_Normalized,InvokesInterval_Greater_Than_100_ms_Raw,InvokesInterval_Greater_Than_100_ms_Normalized,AsyncFunction_Count_Raw,AsyncFunction_Count_Normalized,Await_Count_Raw,Await_Count_Normalized,Unique_Asynchook_ids_Raw,Unique_Asynchook_ids_Normalized,Total_duration_s,HasEventRace
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Constructor compatibility with v0.6.*,10742,0.7492736163276876,40,0.1598360655737705,1588.0272930078208,0.06639483984069999,3,0.17647058823529413,19,0.4666666666666667,0,0,0,0,34,0.22758620689655173,12.639,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Autoloading Can autoload a database and query it right away,5730,0.39408971724186803,91,0.36885245901639346,5634.179401995614,0.23574412192571204,8,0.47058823529411764,10,0.16666666666666666,0,0,0,0,64,0.43448275862068964,10.489,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Autoloading Throws if autoload fails,5628,0.38686131386861317,62,0.25,7184.321313997731,0.3006243866454481,7,0.4117647058823529,11,0.2,0,0,0,0,40,0.2689655172413793,10.746,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert Able to insert a document in the database.* setting an _id if none provided.* and retrieve it even after a reload,3215,0.21585996740131813,108,0.4385245901639344,4004.7902970053256,0.1675470132321698,9,0.5294117647058824,12,0.23333333333333334,0,0,0,0,72,0.4896551724137931,9.809,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert Can insert multiple documents in the database,3247,0.2181277017929275,81,0.32786885245901637,3174.963800000027,0.13281512037752288,7,0.4117647058823529,11,0.2,0,0,0,0,47,0.31724137931034485,10.112,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert Can insert and get back from DB complex objects with all primitive and secondary types,3135,0.21019063142229466,66,0.26639344262295084,2173.3365940023214,0.09089261136563055,4,0.23529411764705882,9,0.13333333333333333,0,0,0,0,40,0.2689655172413793,10.135,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert If an object returned from the DB is modified and refetched.* the original value should be found,3127,0.20962369782439233,72,0.29098360655737704,2361.889877004549,0.09878439651139154,4,0.23529411764705882,9,0.13333333333333333,0,0,0,0,46,0.3103448275862069,10.131,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert Cannot insert a doc that has a field beginning with a $ sign,169,0,1,0,1.69862399995327,0,0,0,5,0,0,0,0,0,1,0,6.739,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert If an _id is already given when we insert a document.* use that instead of generating a random one,2992,0.20005669335979023,51,0.20491803278688525,2279.1166140027344,0.09531997098125548,5,0.29411764705882354,10,0.16666666666666666,0,0,0,0,38,0.25517241379310346,10.257,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert Modifying the insertedDoc after an insert doesnt change the copy saved in the database,3034,0.20303309474877754,59,0.23770491803278687,2004.6254719961435,0.0838313080280626,4,0.23529411764705882,10,0.16666666666666666,0,0,0,0,40,0.2689655172413793,9.573,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert Can insert an array of documents at once,3141,0.21061583162072142,71,0.28688524590163933,2702.8919200003147,0.11305683353682557,5,0.29411764705882354,14,0.3,0,0,0,0,40,0.2689655172413793,9.916,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert If a bulk insert violates a constraint.* all changes are rolled back,3206,0.21522216710367797,66,0.26639344262295084,2942.6077490020543,0.12308999651546942,5,0.29411764705882354,13,0.26666666666666666,0,0,0,0,40,0.2689655172413793,10.314,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert If timestampData option is set.* a createdAt field is added and persisted,5966,0.41081425837998725,143,0.5819672131147541,9347.004986010492,0.39114222121196945,12,0.7058823529411765,16,0.36666666666666664,0,0,0,0,98,0.6689655172413793,11.926,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert If timestampData option not set.* don.*t create a createdAt and a updatedAt field,3018,0.20189922755297285,56,0.22540983606557377,2139.4846050012857,0.08947575656629152,4,0.23529411764705882,10,0.16666666666666666,0,0,0,0,40,0.2689655172413793,9.955,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert If timestampData is set but createdAt is specified by user.* don.*t change it,5922,0.40769612359152435,136,0.5532786885245902,9565.090356998146,0.4002700542778504,11,0.6470588235294118,14,0.3,0,0,0,0,95,0.6482758620689655,13.312,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert If timestampData is set but updatedAt is specified by user.* don.*t change it,5691,0.3913259159520941,80,0.3237704918032787,2263.845026001334,0.09468078777838222,3,0.17647058823529413,10,0.16666666666666666,0,0,0,0,63,0.42758620689655175,12.38,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert Can insert a doc with id 0,2949,0.19700942527106513,48,0.19262295081967212,2251.655088001862,0.09417058519744469,5,0.29411764705882354,10,0.16666666666666666,0,0,0,0,37,0.2482758620689655,10.699,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Insert If the callback throws an uncaught exception.* do not catch it inside findOne.* this is userspace concern,3031,0.20282049464956417,60,0.24180327868852458,3056.213772000745,0.12784490881662228,5,0.29411764705882354,13,0.26666666666666666,0,0,0,0,40,0.2689655172413793,12.716,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database #getCandidates Can use an index to get docs with a basic match,3280,0.22046630288427468,84,0.3401639344262295,2703.116017995402,0.11306621302468527,4,0.23529411764705882,11,0.2,0,0,0,0,46,0.3103448275862069,11.327,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database #getCandidates Can use an index to get docs with a $in match,169,0,1,0,8.863215001299977,0.0002998696810769016,0,0,5,0,0,0,0,0,1,0,7.262,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database #getCandidates If no index can be used.* return the whole database,3310,0.22259230387640846,89,0.36065573770491804,2427.6451330035925,0.10153654351348236,4,0.23529411764705882,10,0.16666666666666666,0,0,0,0,46,0.3103448275862069,11.156,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database #getCandidates Can use indexes for comparison matches,3302,0.22202537027850613,86,0.3483606557377049,2468.686324007809,0.1032542980726941,4,0.23529411764705882,11,0.2,0,0,0,0,46,0.3103448275862069,11.191,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database #getCandidates Can set a TTL index that expires documents,3114,0.208702430727801,74,0.29918032786885246,2698.4665520060807,0.11287161240015085,7,0.4117647058823529,10,0.16666666666666666,0,0,0,0,45,0.30344827586206896,11.368,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database #getCandidates TTL indexes can expire multiple documents and only what needs to be expired,3453,0.2327262419389129,104,0.42213114754098363,3046.862344002351,0.12745351037797242,7,0.4117647058823529,10,0.16666666666666666,0,0,0,0,52,0.35172413793103446,12.001,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database #getCandidates Document where indexed field is absent or not a date are ignored,3336,0.2244348380695911,94,0.38114754098360654,2964.834819998592,0.1240202973085995,6,0.35294117647058826,11,0.2,0,0,0,0,49,0.3310344827586207,11.715,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Can find all documents if an empty query is used,3229,0.21685210119764722,75,0.30327868852459017,2265.8035830091685,0.09476276201322686,4,0.23529411764705882,12,0.23333333333333334,0,0,0,0,46,0.3103448275862069,11.109,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Can find all documents matching a basic query,3329,0.22393877117142655,86,0.3483606557377049,2762.2526900172234,0.11554134314387833,7,0.4117647058823529,13,0.26666666666666666,0,0,0,0,50,0.33793103448275863,11.43,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Can find one document matching a basic query and return null if none is found,3297,0.22167103677981717,85,0.3442622950819672,2595.4762749951333,0.10856101581264299,4,0.23529411764705882,10,0.16666666666666666,0,0,0,0,50,0.33793103448275863,11.642,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Can find dates and objects .*non JS.*native types.*,3316,0.22301750407483523,104,0.42213114754098363,3021.3004769980907,0.1263836336878924,6,0.35294117647058826,9,0.13333333333333333,0,0,0,0,49,0.3310344827586207,11.709,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Can use dot.*notation to query subfields,3180,0.21337963291049536,83,0.3360655737704918,2689.4569539967924,0.11249452105171678,4,0.23529411764705882,11,0.2,0,0,0,0,46,0.3103448275862069,11.282,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Array fields match if any element matches,3683,0.24902558287860535,114,0.46311475409836067,2890.909258997068,0.12092618706604814,4,0.23529411764705882,10,0.16666666666666666,0,0,0,0,50,0.33793103448275863,11.456,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Returns an error if the query is not well formed,3068,0.2054425625398625,68,0.27459016393442626,2265.7436500098556,0.09476025355330409,4,0.23529411764705882,11,0.2,0,0,0,0,43,0.2896551724137931,10.916,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Changing the documents returned by find or findOne do not change the database state,3239,0.21756076819502515,92,0.3729508196721312,2904.438155995682,0.1214924309769056,5,0.29411764705882354,10,0.16666666666666666,0,0,0,0,49,0.3310344827586207,11.208,Undefined
nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Can use sort.* skip and limit if the callback is not passed to find but to exec,3372,0.22698603926015165,82,0.3319672131147541,2614.900701995939,0.10937401361373705,6,0.35294117647058826,12,0.23333333333333334,0,0,0,0,46,0.3103448275862069,11.441,Undefined
