BenchmarkName,TestFilePath,TestCaseName,InvokeFunPre_Count_Raw,InvokeFunPre_Count_Normalized,Invokes_with_callback_Raw,Invokes_with_callback_Normalized,Cbs_Total_delay_ms_Raw,Cbs_Total_delay_ms_Normalized,Cb_Delays_Greater_Than_100_ms_Raw,Cb_Delays_Greater_Than_100_ms_Normalized,InvokesInterval_Greater_Than_100_ms_Raw,InvokesInterval_Greater_Than_100_ms_Normalized,AsyncFunction_Count_Raw,AsyncFunction_Count_Normalized,Await_Count_Raw,Await_Count_Normalized,Unique_Asynchook_ids_Raw,Unique_Asynchook_ids_Normalized,Total_duration_s,HasEventRace
objection.js,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js/tests/unit/utils.js,utils isSubclassOf should return true for subclass constructor,337,0.03610411418975651,25,0.24271844660194175,946.3855329956859,0.0810389621854837,3,0.05084745762711865,9,0,0,0,0,0,2,0,7.913,Undefined
objection.js,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js/tests/unit/utils.js,utils isSubclassOf should return false if one of the inputs is not a constructor,294,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,7.49,False
objection.js,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js/tests/unit/utils.js,utils mixin should mixin rest of the arguments to the first argument,318,0.020151133501259445,11,0.10679611650485436,51.91219900548458,0.004445239900122128,0,0,9,0,0,0,0,0,2,0,7.295,Undefined
objection.js,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js/tests/unit/utils.js,utils compose should compose multiple functions,330,0.030226700251889168,12,0.11650485436893204,67.64861399680376,0.0057927486002814395,0,0,9,0,0,0,0,0,2,0,7.338,Undefined
objection.js,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js/tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions * .*.*.* * .*.*.* *,1485,1,4,0.038834951456310676,3476.84377399832,0.29772201846112617,4,0.06779661016949153,9,0,0,0,0,0,36,1,9.999,Undefined
objection.js,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js/tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions foo .*.*.* foo .*.*.* foo,339,0.037783375314861464,4,0.038834951456310676,3158.7005019988865,0.270479420502641,4,0.06779661016949153,9,0,0,0,0,0,3,0.029411764705882353,7.461,Undefined
objection.js,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js/tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions fooBar .*.*.* foo_bar .*.*.* fooBar,348,0.04534005037783375,4,0.038834951456310676,3680.421859001741,0.3151544032104613,4,0.06779661016949153,11,0.6666666666666666,0,0,0,0,3,0.029411764705882353,8.578,Undefined
objection.js,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js/tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions foo1Bar2 .*.*.* foo1_bar2 .*.*.* foo1Bar2,326,0.02686817800167926,4,0.038834951456310676,4362.017176002264,0.3735193878751835,4,0.06779661016949153,9,0,0,0,0,0,2,0,8.853,Undefined
objection.js,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js/tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions fooBAR .*.*.* foo_bar .*.*.* fooBar,348,0.04534005037783375,4,0.038834951456310676,3755.226993000135,0.3215599643840211,4,0.06779661016949153,9,0,0,0,0,0,3,0.029411764705882353,8.61,Undefined
objection.js,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js/tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions fooBaR .*.*.* foo_ba_r .*.*.* fooBaR,351,0.04785894206549118,4,0.038834951456310676,3622.610510999337,0.3102040193749975,4,0.06779661016949153,10,0.3333333333333333,0,0,0,0,3,0.029411764705882353,7.655,Undefined
