BenchmarkName,TestFilePath,TestCaseName,InvokeFunPre_Count_Raw,InvokeFunPre_Count_Normalized,Invokes_with_callback_Raw,Invokes_with_callback_Normalized,Cbs_Total_delay_ms_Raw,Cbs_Total_delay_ms_Normalized,Cb_Delays_Greater_Than_100_ms_Raw,Cb_Delays_Greater_Than_100_ms_Normalized,InvokesInterval_Greater_Than_100_ms_Raw,InvokesInterval_Greater_Than_100_ms_Normalized,AsyncFunction_Count_Raw,AsyncFunction_Count_Normalized,Await_Count_Raw,Await_Count_Normalized,Unique_Asynchook_ids_Raw,Unique_Asynchook_ids_Normalized,totalSettledPromises_Raw,totalSettledPromises_Normalized,avgResolved_Raw,avgResolved_Normalized,avgRejected_Raw,avgRejected_Normalized,longestResolved_Raw,longestResolved_Normalized,resolvedPercentage_Raw,resolvedPercentage_Normalized,awaitIntervals_Raw,awaitIntervals_Normalized,Total_duration_s,HasEventRace
fiware-pep-steelskin,/home/pedroubuntu/coisasNodeRT/NodeRT-OpenSource/projects/known-bugs/fiware-pep-steelskin/test/unit/admin_bypass-test.js,"Admin bypass tests [keystone] When a request arrives to the PEP and for a user with the admin role should proxy the request without further validation",438,0.12886597938144329,67,0.3073394495412844,18323.37531000562,0.07920689679120867,33,0.18857142857142858,16,0.625,0,0,0,0,35,0.425,0,0,0,0,0,0,0,0,0,0,0,0,"10.525",Undefined
fiware-pep-steelskin,/home/pedroubuntu/coisasNodeRT/NodeRT-OpenSource/projects/known-bugs/fiware-pep-steelskin/test/unit/connection-error-tests.js,"Connection error tests When a request arrives to the PEP and the target app shut down the connection should return a 500 with a TARGET_SERVER_ERROR message",449,0.13831615120274915,88,0.4036697247706422,76280.3276389949,0.32973881374367797,52,0.29714285714285715,20,0.875,0,0,0,0,36,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,"11.794",Undefined
fiware-pep-steelskin,/home/pedroubuntu/coisasNodeRT/NodeRT-OpenSource/projects/known-bugs/fiware-pep-steelskin/test/unit/extract_cb_convenience_test.js,"Extract Context Broker action from convenience operation requests When a request arrives with a convenience operation URL /ngsi9/contextEntities/TestedEntityId001 GET should add the action attribute with value discover to the request",1216,0.7972508591065293,173,0.7935779816513762,127489.51586910896,0.5511020079303596,152,0.8685714285714285,12,0.375,0,0,0,0,24,0.2875,0,0,0,0,0,0,0,0,0,0,0,0,"10.834",Undefined
fiware-pep-steelskin,/home/pedroubuntu/coisasNodeRT/NodeRT-OpenSource/projects/known-bugs/fiware-pep-steelskin/test/unit/extract_cb_convenience_test.js,"Extract Context Broker action from convenience operation requests When a request arrives with a convenience operation URL /ngsi9/contextEntities/type/TestedType01/id/TestedEntityId001 GET should add the action attribute with value discover to the request",1216,0.7972508591065293,173,0.7935779816513762,117377.72992309369,0.5073915467161817,152,0.8685714285714285,14,0.5,0,0,0,0,24,0.2875,0,0,0,0,0,0,0,0,0,0,0,0,"11.041",Undefined
fiware-pep-steelskin,/home/pedroubuntu/coisasNodeRT/NodeRT-OpenSource/projects/known-bugs/fiware-pep-steelskin/test/unit/extract_cb_convenience_test.js,"Extract Context Broker action from convenience operation requests When a request arrives with a convenience operation URL /ngsi9/contextEntities/TestedEntityId001 POST should add the action attribute with value register to the request",1236,0.8144329896907216,173,0.7935779816513762,124652.18069999479,0.5388369906996437,152,0.8685714285714285,13,0.4375,0,0,0,0,24,0.2875,0,0,0,0,0,0,0,0,0,0,0,0,"10.887",Undefined
fiware-pep-steelskin,/home/pedroubuntu/coisasNodeRT/NodeRT-OpenSource/projects/known-bugs/fiware-pep-steelskin/test/unit/extract_cb_convenience_test.js,"Extract Context Broker action from convenience operation requests When a request arrives with a convenience operation URL /ngsi9/contextEntities/type/TestedType01/id/TestedEntityId001 POST should add the action attribute with value register to the request",1236,0.8144329896907216,173,0.7935779816513762,150586.41300702095,0.650943522763098,152,0.8685714285714285,16,0.625,0,0,0,0,24,0.2875,0,0,0,0,0,0,0,0,0,0,0,0,"12.410",Undefined
fiware-pep-steelskin,/home/pedroubuntu/coisasNodeRT/NodeRT-OpenSource/projects/known-bugs/fiware-pep-steelskin/test/unit/extract_cb_convenience_test.js,"Extract Context Broker action from convenience operation requests When a request arrives with a convenience operation URL /ngsi9/contextEntities/TestedEntityId001/attributes GET should add the action attribute with value N/A to the request",1210,0.7920962199312714,173,0.7935779816513762,117080.53087807074,0.5061068372296754,152,0.8685714285714285,12,0.375,0,0,0,0,24,0.2875,0,0,0,0,0,0,0,0,0,0,0,0,"11.487",Undefined
fiware-pep-steelskin,/home/pedroubuntu/coisasNodeRT/NodeRT-OpenSource/projects/known-bugs/fiware-pep-steelskin/test/unit/extract_cb_convenience_test.js,"Extract Context Broker action from convenience operation requests When a request arrives with a convenience operation URL /ngsi9/contextEntities/type/TestedType01/id/TestedEntityId001/attributes GET should add the action attribute with value N/A to the request",1210,0.7920962199312714,173,0.7935779816513762,137208.13365796208,0.5931129116602281,152,0.8685714285714285,10,0.25,0,0,0,0,24,0.2875,0,0,0,0,0,0,0,0,0,0,0,0,"11.914",Undefined
fiware-pep-steelskin,/home/pedroubuntu/coisasNodeRT/NodeRT-OpenSource/projects/known-bugs/fiware-pep-steelskin/test/unit/extract_cb_convenience_test.js,"Extract Context Broker action from convenience operation requests When a request arrives with a convenience operation URL /ngsi9/contextEntities/TestedEntityId001/attributes POST should add the action attribute with value N/A to the request",1230,0.8092783505154639,173,0.7935779816513762,135080.44396803714,0.5839154960737243,152,0.8685714285714285,15,0.5625,0,0,0,0,24,0.2875,0,0,0,0,0,0,0,0,0,0,0,0,"11.168",Undefined
fiware-pep-steelskin,/home/pedroubuntu/coisasNodeRT/NodeRT-OpenSource/projects/known-bugs/fiware-pep-steelskin/test/unit/extract_cb_convenience_test.js,"Extract Context Broker action from convenience operation requests When a request arrives with a convenience operation URL /ngsi9/contextEntities/type/TestedType01/id/TestedEntityId001/attributes POST should add the action attribute with value N/A to the request",1230,0.8092783505154639,173,0.7935779816513762,144250.21644109674,0.6235538929075156,152,0.8685714285714285,10,0.25,0,0,0,0,24,0.2875,0,0,0,0,0,0,0,0,0,0,0,0,"12.693",Undefined
